item_name,clean,label_ground,ml_label_v3,ml_conf_v3
Răng Mực Bắp Bơ (Phần),răng mực bắp bơ phần,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.922
Mực Ướp Sa Tế,mực ướp sa tế,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Ntf Muc Kho To Ssa Goi 200G,ntf muc kho to ssa goi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.881
Mực Nút Làm Sạch,mực nút làm sạch,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.973
Chả Mực,chả mực,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.9
Muc Xe Gion,muc xe gion,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.933
Râu Mực Nhập Khẩu,râu mực nhập khẩu,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.893
Minh Tiến Mực Trứng 300G,minh tiến mực trứng,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.901
Mực Ben To,mực ben to,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.883
Mực Xù Nugget 300G,mực xù nugget,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.86
Mực Hấp Hk,mực hấp hk,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.925
Mực Phi Thủy,mực phi thủy,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.852
Muc Huong Sua Size 50 - 60Con/Kg - Song (Kg),muc huong sua size 50 - 60con/kg - song kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.954
Muc Rim Me,muc rim me,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.957
Mực Trứng Hấp,mực trứng hấp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.986
Be Muc Tom,be muc tom,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.966
Muc Ong Sot Bbq,muc ong sot bbq,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.897
Muc Ong Sot Bbq,muc ong sot bbq,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.897
Muc Vien,muc vien,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.984
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Rau Muc Nhap Khau,rau muc nhap khau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.894
Cua Thit Ca Mau Khong Day - Song - (Kg),cua thit ca mau khong day - song - kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.879
Cua Thit Ca Mau Khong Day - Song (Kg),cua thit ca mau khong day - song kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.871
Cua Biển Sông (Kg) - Chế Biến Sấp (Kg),cua biển sông kg - chế biến sấp kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.905
Cua Bien Nuong Phu Hai (Kg),cua bien nuong phu hai kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.958
Trứng Gà Non Xào Mì/Cháy Tỏi (Phần),trứng gà non xào mì/cháy tỏi phần,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.871
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Vifood Trung Ga Tiem 43G,vifood trung ga tiem,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.924
Trứng Gà Hộp 10 (Trứng Lớn),trứng gà hộp 10 trứng lớn,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.988
Trung Ga Size L(10T),trung ga size l 10t,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.99
Ql. Trứng Gà Tự Omega 3 Đina Size 6 60G (Hộp 6 Quả),ql trứng gà tự omega 3 đina size 6 hộp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.955
Trung Ga Vi 10Tx55G Ntx,trung ga vi 10tx55g ntx,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.897
Trung Ga Size M (10T)_V.Food,trung ga size m 10t _v food,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.969
Trung Ga So 10T/Hop-V.Food,trung ga so 10t/hop-v food,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.925
Trứng Gà Hộp 10 Quả (Giao Ngẫu Nhiên Thương Hiệu),trứng gà hộp giao ngẫu nhiên thương hiệu,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.934
Trung Ga So 10T/Hop V.Food,trung ga so 10t/hop v food,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.951
Trứng Gà Hộp 10 Quả,trứng gà hộp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.995
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trung Ga So 10T/Hop-V.Food,trung ga so 10t/hop-v food,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.925
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà So Hộp 10+2,trứng gà so hộp 10+2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Trung Ga Size Xl 10Tr Hop,trung ga size xl 10tr hop,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.987
Trung Ga Size M 10 Tr/10Cp/Bip Lt,trung ga size m 10 tr/10cp/bip lt,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.938
Trứng Gà Luộc (New),trứng gà luộc new,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.961
Trung Ga Size Xl 10T/Hop-Bh,trung ga size xl 10t/hop-bh,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.954
Vfood Trứng Gà Tiệm Tiệt Trùng 80G X Gói,vfood trứng gà tiệm tiệt trùng x gói,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.878
V.Food Trứng Gà Tiềm Tiệt Trù 80G X Gói,v food trứng gà tiềm tiệt trù x gói,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.896
Trứng Gà So Hộp 10+2,trứng gà so hộp 10+2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
0Laia Trứng Gà Sạch Hộp 10R-Size S Bh,0laia trứng gà sạch hộp 10r-size s bh,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.956
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Bá Nhãn - Trứng Gà Ta Size 35G (Hộp 6 Quả),bá nhãn - trứng gà ta size hộp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.977
V.Food Trung Ga Vi Cay 80G/Goi,v food trung ga vi cay /goi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.92
Ba Huan - Trung Ga Ta Size 35G (6 Hops + 6 Qua) - (Hop),ba huan - trung ga ta size 6 hops + 6 qua - hop,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.954
Trung Ga Tuoi Vi,trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.974
Coi Trung Ga Tuoi Vi,coi trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.91
Go! Trung Ga Tuoi Vi,go trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.96
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Bh Trung Ga Hợp 10 Size Xl,bh trung ga hợp 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.974
Trung Ga So Hop 10 + 2,trung ga so hop 10 + 2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.985
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trung Ga So Hop 10+2,trung ga so hop 10+2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.98
Bán Kèm: Trứng Gà Hộp 10,bán kèm trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.955
Go! Trung Ga Tuoi Vi,go trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.96
Trứng Gà 10 + 2,trứng gà 10 + 2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.994
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Hộp 10 Quả,trứng gà hộp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.995
Trung Ga,trung ga,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.997
Trung Ga Tuoi Tafa600G-Hophh,trung ga tuoi tafa600g-hophh,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.856
V.Food Trứng Gà Tiềm Ăn Liền Túi 80G,v food trứng gà tiềm ăn liền túi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.904
Dabaco Trung Ga Tuoi Hop 10 Qua,dabaco trung ga tuoi hop 10 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.939
Trung Ga Size Xl 10Thopbh,trung ga size xl 10thopbh,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.962
Go! Trung Ga Tuoi Vi,go trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.96
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Ta Hộp 6,trứng gà ta hộp 6,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.988
Trung Ga Tuoi Vi,trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.974
Trung Ga Tuoi C.L Size 7 12 Hop 10,trung ga tuoi c l size 7 12 hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.974
Trung Ga Vi 10X60G Ntx,trung ga vi 10x60g ntx,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.909
Trung Ga Non 250G,trung ga non,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.994
V.Food Trung Ga Te Tai Gio 10 Qua 300G,v food trung ga te tai gio 10 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.909
Trứng Gà So Hộp 10+2,trứng gà so hộp 10+2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Go! Trung Ga Tuoi Vi,go trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.96
"Trứng Gà, Khô Bò, Xoài, Mayonaise",trứng gà khô bò xoài mayonaise,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.943
Trung Ga Ta Vi 10,trung ga ta vi 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.99
Trung Ga Ise 10T/Hop,trung ga ise 10t/hop,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.961
Go! Trung Ga Tuoi Vi,go trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.96
Devi Trung Ga An Lien Vi Cay 40G/1 Cai,devi trung ga an lien vi cay /1 cai,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.892
Go! Trung Ga Tuot Vi,go trung ga tuot vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.967
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
729 Ba Vi Trung Ga Ac Ca Ac Gi 10 Qua,729 ba vi trung ga ac ca ac gi 10 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.921
Dabaco Trứng Gà Ăn Liền Devi Vị Cay 1Quả,dabaco trứng gà ăn liền devi vị cay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.863
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Ba Huan - Trung Ga Ta Size 35G (Hop 6 Qua),ba huan - trung ga ta size hop 6 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.978
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà So Hộp 10+2,trứng gà so hộp 10+2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Ba Vi Trung Ga Ta Qua Gio 10 Qua,ba vi trung ga ta qua gio 10 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.935
Ba Vi Trung Ga Ac Ca Ac Gio 10 Qua,ba vi trung ga ac ca ac gio 10 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.935
Trung Ga Tuoi Tafag600G,trung ga tuoi tafag600g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.874
O'Lala Trung Ga Ta Sach Hop 10_Tc 8938529880197,o lala trung ga ta sach hop 10_tc 8938529880197,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.864
Trung Ga Coop Select Li 10,trung ga coop select li 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.932
V.Food Trung Ga Tiem 2 Qua 80G/1 Goi,v food trung ga tiem 2 qua /1 goi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.9
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà Non Xào Mì/Cháy Tỏi (Phần),trứng gà non xào mì/cháy tỏi phần,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.871
Trung Ga,trung ga,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.997
Vat08 Bh Trung Ga Hop 10 Size Xl,vat08 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.98
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trung Ga Ai,trung ga ai,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.99
Wmc-Trung Ga Luoc Hop 2 Qua,wmc-trung ga luoc hop 2 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.925
Trứng Gà York,trứng gà york,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
Trung Ga Sach Cp Hop 10 Qua,trung ga sach cp hop 10 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.992
Trung Ga Sach Cp Hop 10 Qua - (Hop),trung ga sach cp hop 10 qua - hop,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.99
Trung Ga Hop 10,trung ga hop 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Bh Trung Ga Hop 10 Size Xl,bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.991
Vasos Bh Trung Ga Hop 10 Size Xl,vasos bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.973
Vato5 Bh Trung Ga Hop 10 Size Xl,vato5 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Vat05 Bh Trung Ga Hop 10 Size Xl,vat05 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
Vatos Bh Trung Ga Hop 10 Size Xl,vatos bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
Bh Trung Ga Hop 10 Size Xl,bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.991
Vatos Bh Trung Ga Hop 10 Size Xl,vatos bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
Vat05 Bh Trung Ga Hop 10 Size Xl 8936029480474,vat05 bh trung ga hop 10 size xl 8936029480474,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.904
Bh Trung Ga Hop 10 Size Xl,bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.991
Vat05 Bh Trung Ga Hop 10 Size Xl,vat05 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
Vato5 Bh Trung Ga Hop 10 Size Xl,vato5 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Vatos Bh Trung Ga Hop 10 Size Xl,vatos bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
01) Vato5 Bh Trung Ga Hop 10 Size Xl,01 vato5 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.975
Vat05 Bh Trung Ga Hop 10 Size Xl,vat05 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
Vato5 Bh Trứng Gà Hộp 10 Size Xl,vato5 bh trứng gà hộp 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.983
Bh Trung Ga Hop 10 Size Xl,bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.991
Vato5 Bh Trung Ga Hop 10 Size Xl,vato5 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Vato5 Bh Trung Ga Hop 10 Size Xl,vato5 bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Vatos Bh Trung Ga Hop 10 Size Xl,vatos bh trung ga hop 10 size xl,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
[Add-On] Trung Ga Op La,add-on trung ga op la,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.97
Trung Ga Op La,trung ga op la,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.99
Vmc Trung Ga Luoc Hop 2 Qua,vmc trung ga luoc hop 2 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.953
Trung Ga Tuoi Tafa600G-Hopn,trung ga tuoi tafa600g-hopn,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.871
Trung Ga Tuoi Ise Vfood Hop 6 Qua,trung ga tuoi ise vfood hop 6 qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.92
Trứng Gà Hộp 10,trứng gà hộp 10,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Trứng Gà So Hộp 10+2,trứng gà so hộp 10+2,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.982
Trung Ga Muoi (30G),trung ga muoi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.988
Trung Ga Om (30G),trung ga om,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.993
Goi Trung Ga Tuoi,goi trung ga tuoi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.968
Go! Trung Ga Tuoi Vi,go trung ga tuoi vi,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.96
[Add-On] Trung Ga Luoc,add-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
[Add-On] Trung Ga Luoc,add-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
[Load-On] Trung Ga Luoc,load-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.948
[Add-On] Trứng Gà Luộc,add-on trứng gà luộc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.972
[Add-On] Trung Ga Luoc,add-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
[Add-On] Trung Ga Luoc,add-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
[Add-On] Trung Ga Luoc,add-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
[Add-On] Trứng Gà Luộc,add-on trứng gà luộc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.972
[Add-On] Trứng Gà Luộc,add-on trứng gà luộc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.972
[Add-On] Trung Ga Luoc,add-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
[Add-On] Trung Ga Luoc,add-on trung ga luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
